,HomeTeam,AwayTeam
23768,realbetisbalompie,villarrealcf
23769,rcdespanyol,getafecf
23770,rcceltadevigo,elchecf
23771,realmadridcf,atleticomadrid
23772,caosasuna,levanteud
23773,realvalladolid,malagacf
23774,udalmeria,fcbarcelona
23775,realsociedad,sevillafc
23776,valenciacf,rayovallecano
23777,athleticclubdebilbao,valenciacf
23778,villarrealcf,granadacf
23779,getafecf,realbetisbalompie
23780,elchecf,rcdespanyol
23781,atleticomadrid,rcceltadevigo
23782,levanteud,realmadridcf
23783,malagacf,caosasuna
23784,fcbarcelona,realvalladolid
23785,sevillafc,udalmeria
23786,rayovallecano,realsociedad
23787,athleticclubdebilbao,villarrealcf
23788,granadacf,getafecf
23789,realbetisbalompie,elchecf
23790,rcdespanyol,atleticomadrid
23791,rcceltadevigo,levanteud
23792,realmadridcf,malagacf
23793,caosasuna,fcbarcelona
23794,realvalladolid,sevillafc
23795,udalmeria,rayovallecano
23796,valenciacf,realsociedad
23797,sevillafc,valenciacf
23798,levanteud,villarrealcf
23799,rayovallecano,atleticomadrid
23800,malagacf,athleticclubdebilbao
23801,rcceltadevigo,getafecf
23802,sdeibar,realsociedad
23803,granadacf,rcdeportivodelacoruna
23804,fcbarcelona,elchecf
23805,realmadridcf,cordobacf
23806,udalmeria,rcdespanyol
23807,realsociedad,malagacf
23808,atleticomadrid,cordobacf
23809,rcdeportivodelacoruna,getafecf
23810,elchecf,rcdespanyol
23811,villarrealcf,valenciacf
23812,athleticclubdebilbao,sevillafc
23813,levanteud,udalmeria
23814,fcbarcelona,rcceltadevigo
23815,granadacf,realmadridcf
23816,rayovallecano,sdeibar
23817,realsociedad,atleticomadrid
23818,cordobacf,rcdeportivodelacoruna
23819,getafecf,elchecf
23820,rcdespanyol,villarrealcf
23821,valenciacf,athleticclubdebilbao
23822,sevillafc,levanteud
23823,udalmeria,fcbarcelona
23824,rcceltadevigo,granadacf
23825,realmadridcf,rayovallecano
23826,malagacf,sdeibar
23827,atleticomadrid,malagacf
23828,rcdeportivodelacoruna,realsociedad
23829,elchecf,cordobacf
23830,villarrealcf,getafecf
23831,athleticclubdebilbao,rcdespanyol
23832,levanteud,valenciacf
23833,fcbarcelona,sevillafc
23834,granadacf,udalmeria
23835,rayovallecano,rcceltadevigo
23836,sdeibar,realmadridcf
23837,atleticomadrid,rcdeportivodelacoruna
23838,realsociedad,elchecf
23839,cordobacf,villarrealcf
23840,getafecf,athleticclubdebilbao
23841,rcdespanyol,levanteud
23842,valenciacf,fcbarcelona
23843,sevillafc,granadacf
23844,udalmeria,rayovallecano
23845,rcceltadevigo,sdeibar
23846,malagacf,realmadridcf
23847,rcdeportivodelacoruna,malagacf
23848,elchecf,atleticomadrid
23849,villarrealcf,realsociedad
23850,athleticclubdebilbao,cordobacf
23851,levanteud,getafecf
23852,fcbarcelona,rcdespanyol
23853,granadacf,valenciacf
23854,rayovallecano,sevillafc
23855,sdeibar,udalmeria
23856,realmadridcf,rcceltadevigo
23857,rcdeportivodelacoruna,elchecf
23858,atleticomadrid,villarrealcf
23859,realsociedad,athleticclubdebilbao
23860,cordobacf,levanteud
23861,getafecf,fcbarcelona
23862,rcdespanyol,granadacf
23863,valenciacf,rayovallecano
23864,sevillafc,sdeibar
23865,udalmeria,realmadridcf
23866,malagacf,rcceltadevigo
23867,elchecf,malagacf
23868,villarrealcf,rcdeportivodelacoruna
23869,athleticclubdebilbao,atleticomadrid
23870,levanteud,realsociedad
23871,fcbarcelona,cordobacf
23872,granadacf,getafecf
23873,rayovallecano,rcdespanyol
23874,sdeibar,valenciacf
23875,realmadridcf,sevillafc
23876,rcceltadevigo,udalmeria
23877,elchecf,villarrealcf
23878,rcdeportivodelacoruna,athleticclubdebilbao
23879,atleticomadrid,levanteud
23880,realsociedad,fcbarcelona
23881,cordobacf,granadacf
23882,getafecf,rayovallecano
23883,rcdespanyol,sdeibar
23884,valenciacf,realmadridcf
23885,sevillafc,rcceltadevigo
23886,malagacf,udalmeria
23887,malagacf,villarrealcf
23888,athleticclubdebilbao,elchecf
23889,levanteud,rcdeportivodelacoruna
23890,fcbarcelona,atleticomadrid
23891,granadacf,realsociedad
23892,rayovallecano,cordobacf
23893,sdeibar,getafecf
23894,realmadridcf,rcdespanyol
23895,rcceltadevigo,valenciacf
23896,udalmeria,sevillafc
23897,villarrealcf,athleticclubdebilbao
23898,elchecf,levanteud
23899,rcdeportivodelacoruna,fcbarcelona
23900,atleticomadrid,granadacf
23901,realsociedad,rayovallecano
23902,cordobacf,sdeibar
23903,getafecf,realmadridcf
23904,rcdespanyol,rcceltadevigo
23905,valenciacf,udalmeria
23906,sevillafc,malagacf
23907,valenciacf,malagacf
23908,rcdespanyol,sevillafc
23909,getafecf,udalmeria
23910,cordobacf,rcceltadevigo
23911,realsociedad,realmadridcf
23912,atleticomadrid,sdeibar
23913,rcdeportivodelacoruna,rayovallecano
23914,elchecf,granadacf
23915,villarrealcf,fcbarcelona
23916,athleticclubdebilbao,levanteud
23917,valenciacf,sevillafc
23918,rcdespanyol,udalmeria
23919,getafecf,rcceltadevigo
23920,cordobacf,realmadridcf
23921,realsociedad,sdeibar
23922,atleticomadrid,rayovallecano
23923,rcdeportivodelacoruna,granadacf
23924,elchecf,fcbarcelona
23925,villarrealcf,levanteud
23926,athleticclubdebilbao,malagacf
23927,malagacf,valenciacf
23928,sevillafc,rcdespanyol
23929,udalmeria,getafecf
23930,rcceltadevigo,cordobacf
23931,realmadridcf,realsociedad
23932,sdeibar,atleticomadrid
23933,rayovallecano,rcdeportivodelacoruna
23934,granadacf,elchecf
23935,fcbarcelona,villarrealcf
23936,levanteud,athleticclubdebilbao
23937,rcdespanyol,valenciacf
23938,getafecf,sevillafc
23939,cordobacf,udalmeria
23940,realsociedad,rcceltadevigo
23941,atleticomadrid,realmadridcf
23942,rcdeportivodelacoruna,sdeibar
23943,elchecf,rayovallecano
23944,villarrealcf,granadacf
23945,athleticclubdebilbao,fcbarcelona
23946,levanteud,malagacf
23947,malagacf,rcdespanyol
23948,valenciacf,getafecf
23949,sevillafc,cordobacf
23950,udalmeria,realsociedad
23951,rcceltadevigo,atleticomadrid
23952,realmadridcf,rcdeportivodelacoruna
23953,sdeibar,elchecf
23954,rayovallecano,villarrealcf
23955,granadacf,athleticclubdebilbao
23956,fcbarcelona,levanteud
23957,getafecf,rcdespanyol
23958,cordobacf,valenciacf
23959,realsociedad,sevillafc
23960,atleticomadrid,udalmeria
23961,rcdeportivodelacoruna,rcceltadevigo
23962,elchecf,realmadridcf
23963,villarrealcf,sdeibar
23964,athleticclubdebilbao,rayovallecano
23965,levanteud,granadacf
23966,fcbarcelona,malagacf
23967,malagacf,getafecf
23968,rcdespanyol,cordobacf
23969,valenciacf,realsociedad
23970,sevillafc,atleticomadrid
23971,udalmeria,rcdeportivodelacoruna
23972,rcceltadevigo,elchecf
23973,realmadridcf,villarrealcf
23974,sdeibar,athleticclubdebilbao
23975,rayovallecano,levanteud
23976,granadacf,fcbarcelona
23977,cordobacf,getafecf
23978,realsociedad,rcdespanyol
23979,atleticomadrid,valenciacf
23980,rcdeportivodelacoruna,sevillafc
23981,elchecf,udalmeria
23982,villarrealcf,rcceltadevigo
23983,athleticclubdebilbao,realmadridcf
23984,levanteud,sdeibar
23985,fcbarcelona,rayovallecano
23986,granadacf,malagacf
23987,malagacf,cordobacf
23988,getafecf,realsociedad
23989,rcdespanyol,atleticomadrid
23990,valenciacf,rcdeportivodelacoruna
23991,sevillafc,elchecf
23992,udalmeria,villarrealcf
23993,rcceltadevigo,athleticclubdebilbao
23994,realmadridcf,levanteud
23995,sdeibar,fcbarcelona
23996,rayovallecano,granadacf
23997,realsociedad,cordobacf
23998,atleticomadrid,getafecf
23999,rcdeportivodelacoruna,rcdespanyol
24000,elchecf,valenciacf
24001,villarrealcf,sevillafc
24002,athleticclubdebilbao,udalmeria
24003,levanteud,rcceltadevigo
24004,fcbarcelona,realmadridcf
24005,granadacf,sdeibar
24006,rayovallecano,malagacf
24007,malagacf,realsociedad
24008,cordobacf,atleticomadrid
24009,getafecf,rcdeportivodelacoruna
24010,rcdespanyol,elchecf
24011,valenciacf,villarrealcf
24012,sevillafc,athleticclubdebilbao
24013,udalmeria,levanteud
24014,rcceltadevigo,fcbarcelona
24015,realmadridcf,granadacf
24016,sdeibar,rayovallecano
24017,valenciacf,rcdespanyol
24018,sevillafc,getafecf
24019,udalmeria,cordobacf
24020,rcceltadevigo,realsociedad
24021,realmadridcf,atleticomadrid
24022,sdeibar,rcdeportivodelacoruna
24023,rayovallecano,elchecf
24024,granadacf,villarrealcf
24025,fcbarcelona,athleticclubdebilbao
24026,malagacf,levanteud
24027,atleticomadrid,realsociedad
24028,rcdeportivodelacoruna,cordobacf
24029,elchecf,getafecf
24030,villarrealcf,rcdespanyol
24031,athleticclubdebilbao,valenciacf
24032,levanteud,sevillafc
24033,fcbarcelona,udalmeria
24034,granadacf,rcceltadevigo
24035,rayovallecano,realmadridcf
24036,sdeibar,malagacf
24037,malagacf,atleticomadrid
24038,realsociedad,rcdeportivodelacoruna
24039,cordobacf,elchecf
24040,getafecf,villarrealcf
24041,rcdespanyol,athleticclubdebilbao
24042,valenciacf,levanteud
24043,sevillafc,fcbarcelona
24044,udalmeria,granadacf
24045,rcceltadevigo,rayovallecano
24046,realmadridcf,sdeibar
24047,rcdeportivodelacoruna,atleticomadrid
24048,elchecf,realsociedad
24049,villarrealcf,cordobacf
24050,athleticclubdebilbao,getafecf
24051,levanteud,rcdespanyol
24052,fcbarcelona,valenciacf
24053,granadacf,sevillafc
24054,rayovallecano,udalmeria
24055,sdeibar,rcceltadevigo
24056,realmadridcf,malagacf
24057,malagacf,rcdeportivodelacoruna
24058,atleticomadrid,elchecf
24059,realsociedad,villarrealcf
24060,cordobacf,athleticclubdebilbao
24061,getafecf,levanteud
24062,rcdespanyol,fcbarcelona
24063,valenciacf,granadacf
24064,sevillafc,rayovallecano
24065,udalmeria,sdeibar
24066,rcceltadevigo,realmadridcf
24067,elchecf,rcdeportivodelacoruna
24068,villarrealcf,atleticomadrid
24069,athleticclubdebilbao,realsociedad
24070,levanteud,cordobacf
24071,fcbarcelona,getafecf
24072,granadacf,rcdespanyol
24073,rayovallecano,valenciacf
24074,sdeibar,sevillafc
24075,realmadridcf,udalmeria
24076,rcceltadevigo,malagacf
24077,malagacf,elchecf
24078,rcdeportivodelacoruna,villarrealcf
24079,atleticomadrid,athleticclubdebilbao
24080,realsociedad,levanteud
24081,cordobacf,fcbarcelona
24082,getafecf,granadacf
24083,rcdespanyol,rayovallecano
24084,valenciacf,sdeibar
24085,sevillafc,realmadridcf
24086,udalmeria,rcceltadevigo
24087,villarrealcf,elchecf
24088,athleticclubdebilbao,rcdeportivodelacoruna
24089,levanteud,atleticomadrid
24090,fcbarcelona,realsociedad
24091,granadacf,cordobacf
24092,rayovallecano,getafecf
24093,sdeibar,rcdespanyol
24094,realmadridcf,valenciacf
24095,rcceltadevigo,sevillafc
24096,udalmeria,malagacf
24097,villarrealcf,malagacf
24098,elchecf,athleticclubdebilbao
24099,rcdeportivodelacoruna,levanteud
24100,atleticomadrid,fcbarcelona
24101,realsociedad,granadacf
24102,cordobacf,rayovallecano
24103,getafecf,sdeibar
24104,rcdespanyol,realmadridcf
24105,valenciacf,rcceltadevigo
24106,sevillafc,udalmeria
24107,athleticclubdebilbao,villarrealcf
24108,levanteud,elchecf
24109,fcbarcelona,rcdeportivodelacoruna
24110,granadacf,atleticomadrid
24111,rayovallecano,realsociedad
24112,sdeibar,cordobacf
24113,realmadridcf,getafecf
24114,rcceltadevigo,rcdespanyol
24115,udalmeria,valenciacf
24116,malagacf,sevillafc
24117,rcdespanyol,malagacf
24118,getafecf,valenciacf
24119,cordobacf,sevillafc
24120,realsociedad,udalmeria
24121,atleticomadrid,rcceltadevigo
24122,rcdeportivodelacoruna,realmadridcf
24123,elchecf,sdeibar
24124,villarrealcf,rayovallecano
24125,athleticclubdebilbao,granadacf
24126,levanteud,fcbarcelona
24127,rcdespanyol,getafecf
24128,valenciacf,cordobacf
24129,sevillafc,realsociedad
24130,udalmeria,atleticomadrid
24131,rcceltadevigo,rcdeportivodelacoruna
24132,realmadridcf,elchecf
24133,sdeibar,villarrealcf
24134,rayovallecano,athleticclubdebilbao
24135,granadacf,levanteud
24136,malagacf,fcbarcelona
24137,getafecf,malagacf
24138,cordobacf,rcdespanyol
24139,realsociedad,valenciacf
24140,atleticomadrid,sevillafc
24141,rcdeportivodelacoruna,udalmeria
24142,elchecf,rcceltadevigo
24143,villarrealcf,realmadridcf
24144,athleticclubdebilbao,sdeibar
24145,levanteud,rayovallecano
24146,fcbarcelona,granadacf
24147,getafecf,cordobacf
24148,rcdespanyol,realsociedad
24149,valenciacf,atleticomadrid
24150,sevillafc,rcdeportivodelacoruna
24151,udalmeria,elchecf
24152,rcceltadevigo,villarrealcf
24153,realmadridcf,athleticclubdebilbao
24154,sdeibar,levanteud
24155,rayovallecano,fcbarcelona
24156,malagacf,granadacf
24157,cordobacf,malagacf
24158,realsociedad,getafecf
24159,atleticomadrid,rcdespanyol
24160,rcdeportivodelacoruna,valenciacf
24161,elchecf,sevillafc
24162,villarrealcf,udalmeria
24163,athleticclubdebilbao,rcceltadevigo
24164,levanteud,realmadridcf
24165,fcbarcelona,sdeibar
24166,granadacf,rayovallecano
24167,cordobacf,realsociedad
24168,getafecf,atleticomadrid
24169,rcdespanyol,rcdeportivodelacoruna
24170,valenciacf,elchecf
24171,sevillafc,villarrealcf
24172,udalmeria,athleticclubdebilbao
24173,rcceltadevigo,levanteud
24174,realmadridcf,fcbarcelona
24175,sdeibar,granadacf
24176,malagacf,rayovallecano
24177,levanteud,rcceltadevigo
24178,atleticomadrid,udlaspalmas
24179,malagacf,sevillafc
24180,athleticclubdebilbao,fcbarcelona
24181,granadacf,sdeibar
24182,rcdespanyol,getafecf
24183,realbetisbalompie,villarrealcf
24184,realsportingdegijon,realmadridcf
24185,rcdeportivodelacoruna,realsociedad
24186,rayovallecano,valenciacf
24187,sdeibar,rayovallecano
24188,getafecf,fcbarcelona
24189,villarrealcf,sevillafc
24190,realmadridcf,udlaspalmas
24191,realsociedad,rcceltadevigo
24192,valenciacf,levanteud
24193,rcdeportivodelacoruna,atleticomadrid
24194,realsportingdegijon,malagacf
24195,realbetisbalompie,athleticclubdebilbao
24196,rcdespanyol,granadacf
24197,sdeibar,getafecf
24198,fcbarcelona,villarrealcf
24199,sevillafc,realmadridcf
24200,udlaspalmas,realsociedad
24201,rcceltadevigo,valenciacf
24202,levanteud,rcdeportivodelacoruna
24203,atleticomadrid,realsportingdegijon
24204,malagacf,realbetisbalompie
24205,athleticclubdebilbao,rcdespanyol
24206,rayovallecano,granadacf
24207,getafecf,rayovallecano
24208,villarrealcf,sdeibar
24209,realmadridcf,fcbarcelona
24210,realsociedad,sevillafc
24211,valenciacf,udlaspalmas
24212,rcdeportivodelacoruna,rcceltadevigo
24213,realsportingdegijon,levanteud
24214,realbetisbalompie,atleticomadrid
24215,rcdespanyol,malagacf
24216,granadacf,athleticclubdebilbao
24217,getafecf,villarrealcf
24218,sdeibar,realmadridcf
24219,fcbarcelona,realsociedad
24220,sevillafc,valenciacf
24221,udlaspalmas,rcdeportivodelacoruna
24222,rcceltadevigo,realsportingdegijon
24223,levanteud,realbetisbalompie
24224,atleticomadrid,rcdespanyol
24225,malagacf,granadacf
24226,rayovallecano,athleticclubdebilbao
24227,villarrealcf,rayovallecano
24228,realmadridcf,getafecf
24229,realsociedad,sdeibar
24230,valenciacf,fcbarcelona
24231,rcdeportivodelacoruna,sevillafc
24232,realsportingdegijon,udlaspalmas
24233,realbetisbalompie,rcceltadevigo
24234,rcdespanyol,levanteud
24235,granadacf,atleticomadrid
24236,athleticclubdebilbao,malagacf
24237,villarrealcf,realmadridcf
24238,getafecf,realsociedad
24239,sdeibar,valenciacf
24240,fcbarcelona,rcdeportivodelacoruna
24241,sevillafc,realsportingdegijon
24242,udlaspalmas,realbetisbalompie
24243,rcceltadevigo,rcdespanyol
24244,levanteud,granadacf
24245,atleticomadrid,athleticclubdebilbao
24246,rayovallecano,malagacf
24247,realmadridcf,rayovallecano
24248,realsociedad,villarrealcf
24249,valenciacf,getafecf
24250,rcdeportivodelacoruna,sdeibar
24251,realsportingdegijon,fcbarcelona
24252,realbetisbalompie,sevillafc
24253,rcdespanyol,udlaspalmas
24254,granadacf,rcceltadevigo
24255,athleticclubdebilbao,levanteud
24256,malagacf,atleticomadrid
24257,realmadridcf,realsociedad
24258,villarrealcf,valenciacf
24259,getafecf,rcdeportivodelacoruna
24260,sdeibar,realsportingdegijon
24261,fcbarcelona,realbetisbalompie
24262,sevillafc,rcdespanyol
24263,udlaspalmas,granadacf
24264,rcceltadevigo,athleticclubdebilbao
24265,levanteud,malagacf
24266,rayovallecano,atleticomadrid
24267,rayovallecano,realsociedad
24268,valenciacf,realmadridcf
24269,rcdeportivodelacoruna,villarrealcf
24270,realsportingdegijon,getafecf
24271,realbetisbalompie,sdeibar
24272,rcdespanyol,fcbarcelona
24273,granadacf,sevillafc
24274,athleticclubdebilbao,udlaspalmas
24275,malagacf,rcceltadevigo
24276,atleticomadrid,levanteud
24277,realsociedad,valenciacf
24278,realmadridcf,rcdeportivodelacoruna
24279,villarrealcf,realsportingdegijon
24280,getafecf,realbetisbalompie
24281,sdeibar,rcdespanyol
24282,fcbarcelona,granadacf
24283,sevillafc,athleticclubdebilbao
24284,udlaspalmas,malagacf
24285,rcceltadevigo,atleticomadrid
24286,levanteud,rayovallecano
24287,rcceltadevigo,rayovallecano
24288,udlaspalmas,levanteud
24289,sevillafc,atleticomadrid
24290,fcbarcelona,malagacf
24291,sdeibar,athleticclubdebilbao
24292,getafecf,granadacf
24293,villarrealcf,rcdespanyol
24294,realmadridcf,realbetisbalompie
24295,realsociedad,realsportingdegijon
24296,valenciacf,rcdeportivodelacoruna
24297,rcceltadevigo,levanteud
24298,udlaspalmas,atleticomadrid
24299,sevillafc,malagacf
24300,fcbarcelona,athleticclubdebilbao
24301,sdeibar,granadacf
24302,getafecf,rcdespanyol
24303,villarrealcf,realbetisbalompie
24304,realmadridcf,realsportingdegijon
24305,realsociedad,rcdeportivodelacoruna
24306,valenciacf,rayovallecano
24307,rayovallecano,rcceltadevigo
24308,levanteud,udlaspalmas
24309,atleticomadrid,sevillafc
24310,malagacf,fcbarcelona
24311,athleticclubdebilbao,sdeibar
24312,granadacf,getafecf
24313,rcdespanyol,villarrealcf
24314,realbetisbalompie,realmadridcf
24315,realsportingdegijon,realsociedad
24316,rcdeportivodelacoruna,valenciacf
24317,udlaspalmas,rcceltadevigo
24318,sevillafc,levanteud
24319,fcbarcelona,atleticomadrid
24320,sdeibar,malagacf
24321,getafecf,athleticclubdebilbao
24322,villarrealcf,granadacf
24323,realmadridcf,rcdespanyol
24324,realsociedad,realbetisbalompie
24325,valenciacf,realsportingdegijon
24326,rcdeportivodelacoruna,rayovallecano
24327,rayovallecano,udlaspalmas
24328,rcceltadevigo,sevillafc
24329,levanteud,fcbarcelona
24330,atleticomadrid,sdeibar
24331,malagacf,getafecf
24332,athleticclubdebilbao,villarrealcf
24333,granadacf,realmadridcf
24334,rcdespanyol,realsociedad
24335,realbetisbalompie,valenciacf
24336,realsportingdegijon,rcdeportivodelacoruna
24337,sevillafc,udlaspalmas
24338,fcbarcelona,rcceltadevigo
24339,sdeibar,levanteud
24340,getafecf,atleticomadrid
24341,villarrealcf,malagacf
24342,realmadridcf,athleticclubdebilbao
24343,realsociedad,granadacf
24344,valenciacf,rcdespanyol
24345,rcdeportivodelacoruna,realbetisbalompie
24346,realsportingdegijon,rayovallecano
24347,rayovallecano,sevillafc
24348,udlaspalmas,fcbarcelona
24349,rcceltadevigo,sdeibar
24350,levanteud,getafecf
24351,atleticomadrid,villarrealcf
24352,malagacf,realmadridcf
24353,athleticclubdebilbao,realsociedad
24354,granadacf,valenciacf
24355,rcdespanyol,rcdeportivodelacoruna
24356,realbetisbalompie,realsportingdegijon
24357,fcbarcelona,sevillafc
24358,sdeibar,udlaspalmas
24359,getafecf,rcceltadevigo
24360,villarrealcf,levanteud
24361,realmadridcf,atleticomadrid
24362,realsociedad,malagacf
24363,valenciacf,athleticclubdebilbao
24364,rcdeportivodelacoruna,granadacf
24365,realsportingdegijon,rcdespanyol
24366,realbetisbalompie,rayovallecano
24367,rayovallecano,fcbarcelona
24368,sevillafc,sdeibar
24369,udlaspalmas,getafecf
24370,rcceltadevigo,villarrealcf
24371,levanteud,realmadridcf
24372,atleticomadrid,realsociedad
24373,malagacf,valenciacf
24374,athleticclubdebilbao,rcdeportivodelacoruna
24375,granadacf,realsportingdegijon
24376,rcdespanyol,realbetisbalompie
24377,sdeibar,fcbarcelona
24378,getafecf,sevillafc
24379,villarrealcf,udlaspalmas
24380,realmadridcf,rcceltadevigo
24381,realsociedad,levanteud
24382,valenciacf,atleticomadrid
24383,rcdeportivodelacoruna,malagacf
24384,realsportingdegijon,athleticclubdebilbao
24385,realbetisbalompie,granadacf
24386,rcdespanyol,rayovallecano
24387,rayovallecano,sdeibar
24388,fcbarcelona,getafecf
24389,sevillafc,villarrealcf
24390,udlaspalmas,realmadridcf
24391,rcceltadevigo,realsociedad
24392,levanteud,valenciacf
24393,atleticomadrid,rcdeportivodelacoruna
24394,malagacf,realsportingdegijon
24395,athleticclubdebilbao,realbetisbalompie
24396,granadacf,rcdespanyol
24397,rcceltadevigo,udlaspalmas
24398,levanteud,sevillafc
24399,atleticomadrid,fcbarcelona
24400,malagacf,sdeibar
24401,athleticclubdebilbao,getafecf
24402,granadacf,villarrealcf
24403,rcdespanyol,realmadridcf
24404,realbetisbalompie,realsociedad
24405,realsportingdegijon,valenciacf
24406,rayovallecano,rcdeportivodelacoruna
24407,getafecf,sdeibar
24408,villarrealcf,fcbarcelona
24409,realmadridcf,sevillafc
24410,realsociedad,udlaspalmas
24411,valenciacf,rcceltadevigo
24412,rcdeportivodelacoruna,levanteud
24413,realsportingdegijon,atleticomadrid
24414,realbetisbalompie,malagacf
24415,rcdespanyol,athleticclubdebilbao
24416,granadacf,rayovallecano
24417,rayovallecano,getafecf
24418,sdeibar,villarrealcf
24419,fcbarcelona,realmadridcf
24420,sevillafc,realsociedad
24421,udlaspalmas,valenciacf
24422,rcceltadevigo,rcdeportivodelacoruna
24423,levanteud,realsportingdegijon
24424,atleticomadrid,realbetisbalompie
24425,malagacf,rcdespanyol
24426,athleticclubdebilbao,granadacf
24427,villarrealcf,getafecf
24428,realmadridcf,sdeibar
24429,realsociedad,fcbarcelona
24430,valenciacf,sevillafc
24431,rcdeportivodelacoruna,udlaspalmas
24432,realsportingdegijon,rcceltadevigo
24433,realbetisbalompie,levanteud
24434,rcdespanyol,atleticomadrid
24435,granadacf,malagacf
24436,athleticclubdebilbao,rayovallecano
24437,rayovallecano,villarrealcf
24438,getafecf,realmadridcf
24439,sdeibar,realsociedad
24440,fcbarcelona,valenciacf
24441,sevillafc,rcdeportivodelacoruna
24442,udlaspalmas,realsportingdegijon
24443,rcceltadevigo,realbetisbalompie
24444,levanteud,rcdespanyol
24445,atleticomadrid,granadacf
24446,malagacf,athleticclubdebilbao
24447,realmadridcf,villarrealcf
24448,realsociedad,getafecf
24449,valenciacf,sdeibar
24450,rcdeportivodelacoruna,fcbarcelona
24451,realsportingdegijon,sevillafc
24452,realbetisbalompie,udlaspalmas
24453,rcdespanyol,rcceltadevigo
24454,granadacf,levanteud
24455,athleticclubdebilbao,atleticomadrid
24456,malagacf,rayovallecano
24457,rayovallecano,realmadridcf
24458,villarrealcf,realsociedad
24459,getafecf,valenciacf
24460,sdeibar,rcdeportivodelacoruna
24461,fcbarcelona,realsportingdegijon
24462,sevillafc,realbetisbalompie
24463,udlaspalmas,rcdespanyol
24464,rcceltadevigo,granadacf
24465,levanteud,athleticclubdebilbao
24466,atleticomadrid,malagacf
24467,realsociedad,realmadridcf
24468,valenciacf,villarrealcf
24469,rcdeportivodelacoruna,getafecf
24470,realsportingdegijon,sdeibar
24471,realbetisbalompie,fcbarcelona
24472,rcdespanyol,sevillafc
24473,granadacf,udlaspalmas
24474,athleticclubdebilbao,rcceltadevigo
24475,malagacf,levanteud
24476,atleticomadrid,rayovallecano
24477,realsociedad,rayovallecano
24478,realmadridcf,valenciacf
24479,villarrealcf,rcdeportivodelacoruna
24480,getafecf,realsportingdegijon
24481,sdeibar,realbetisbalompie
24482,fcbarcelona,rcdespanyol
24483,sevillafc,granadacf
24484,udlaspalmas,athleticclubdebilbao
24485,rcceltadevigo,malagacf
24486,levanteud,atleticomadrid
24487,valenciacf,realsociedad
24488,rcdeportivodelacoruna,realmadridcf
24489,realsportingdegijon,villarrealcf
24490,realbetisbalompie,getafecf
24491,rcdespanyol,sdeibar
24492,granadacf,fcbarcelona
24493,athleticclubdebilbao,sevillafc
24494,malagacf,udlaspalmas
24495,atleticomadrid,rcceltadevigo
24496,rayovallecano,levanteud
24497,udlaspalmas,rayovallecano
24498,sevillafc,rcceltadevigo
24499,fcbarcelona,levanteud
24500,sdeibar,atleticomadrid
24501,getafecf,malagacf
24502,villarrealcf,athleticclubdebilbao
24503,realmadridcf,granadacf
24504,realsociedad,rcdespanyol
24505,valenciacf,realbetisbalompie
24506,rcdeportivodelacoruna,realsportingdegijon
24507,udlaspalmas,sevillafc
24508,rcceltadevigo,fcbarcelona
24509,levanteud,sdeibar
24510,atleticomadrid,getafecf
24511,malagacf,villarrealcf
24512,athleticclubdebilbao,realmadridcf
24513,granadacf,realsociedad
24514,rcdespanyol,valenciacf
24515,realbetisbalompie,rcdeportivodelacoruna
24516,rayovallecano,realsportingdegijon
24517,sevillafc,rayovallecano
24518,fcbarcelona,udlaspalmas
24519,sdeibar,rcceltadevigo
24520,getafecf,levanteud
24521,villarrealcf,atleticomadrid
24522,realmadridcf,malagacf
24523,realsociedad,athleticclubdebilbao
24524,valenciacf,granadacf
24525,rcdeportivodelacoruna,rcdespanyol
24526,realsportingdegijon,realbetisbalompie
24527,sevillafc,fcbarcelona
24528,udlaspalmas,sdeibar
24529,rcceltadevigo,getafecf
24530,levanteud,villarrealcf
24531,atleticomadrid,realmadridcf
24532,malagacf,realsociedad
24533,athleticclubdebilbao,valenciacf
24534,granadacf,rcdeportivodelacoruna
24535,rcdespanyol,realsportingdegijon
24536,rayovallecano,realbetisbalompie
24537,fcbarcelona,rayovallecano
24538,sdeibar,sevillafc
24539,getafecf,udlaspalmas
24540,villarrealcf,rcceltadevigo
24541,realmadridcf,levanteud
24542,realsociedad,atleticomadrid
24543,valenciacf,malagacf
24544,rcdeportivodelacoruna,athleticclubdebilbao
24545,realsportingdegijon,granadacf
24546,realbetisbalompie,rcdespanyol
24547,fcbarcelona,sdeibar
24548,sevillafc,getafecf
24549,udlaspalmas,villarrealcf
24550,rcceltadevigo,realmadridcf
24551,levanteud,realsociedad
24552,atleticomadrid,valenciacf
24553,malagacf,rcdeportivodelacoruna
24554,athleticclubdebilbao,realsportingdegijon
24555,granadacf,realbetisbalompie
24556,rayovallecano,rcdespanyol
24557,grasshopperclubzurich,acbellinzona
24558,bscyoungboys,fcbasel
24559,fcaarau,fcsion
24560,fcluzern,fcvaduz
24561,neuchatelxamax,fczurich
24562,acbellinzona,grasshopperclubzurich
24563,fcbasel,bscyoungboys
24564,fcsion,fcaarau
24565,fcvaduz,fcluzern
24566,fczurich,neuchatelxamax
24567,neuchatelxamax,acbellinzona
24568,fcaarau,fcvaduz
24569,fcluzern,fczurich
24570,grasshopperclubzurich,fcbasel
24571,bscyoungboys,fcsion
24572,fcsion,grasshopperclubzurich
24573,neuchatelxamax,fcluzern
24574,fczurich,fcaarau
